Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[76]     0.0    0.00    0.00       2         Board::ClearBoard() [76]
                0.00    0.00     676/452927      std::set<short, std::less<short>, std::allocator<short> >::insert(short const&) [19]
                0.00    0.00    1248/1304624     BitSet::set(int) [230]
                0.00    0.00     342/208822      BitSet::reset() [243]
                0.00    0.00     340/679         unipolar::BoardSizeSquare(int) [284]
                0.00    0.00     338/3644053     BitSet::count() [205]
                0.00    0.00       4/4           BitSet::set() [293]
-----------------------------------------------
                0.00    0.00   91930/91930       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[77]     0.0    0.00    0.00   91930         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end() [77]
                0.00    0.00   91930/8601821     std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [64]
-----------------------------------------------
                0.00    0.00       1/1           Controller::Run(Board&) [4]
[78]     0.0    0.00    0.00       1         Controller::GTPClearBoard(Board&) [78]
                0.00    0.00       1/2           Board::ClearBoard() [76]
                0.00    0.00       1/8           __gcc_deregister_frame [292]
-----------------------------------------------
                0.00    0.00       1/171         UCT::GenMove(Board&, int) [6]
                0.00    0.00     170/171         UCT::MCSimulation(Board&, UCT::Node*, int) [7]
[79]     0.0    0.00    0.00     171         UCT::GenChild(UCT::Node*, Board&, int) [79]
                0.00    0.00   28730/668312      std::_Rb_tree_const_iterator<short>::operator*() const [73]
                0.00    0.00   28901/28901       std::set<short, std::less<short>, std::allocator<short> >::end() const [248]
                0.00    0.00   28901/2974555     std::_Rb_tree_const_iterator<short>::operator!=(std::_Rb_tree_const_iterator<short> const&) const [210]
                0.00    0.00   28901/28902       UCT::Node::Node(short, UCT::Node*, UCT::Node*) [247]
                0.00    0.00   28730/1501557     std::_Rb_tree_const_iterator<short>::operator++(int) [214]
                0.00    0.00     171/171         Board::GetPlayablePosition(int) [288]
                0.00    0.00     171/639753      std::set<short, std::less<short>, std::allocator<short> >::begin() const [235]
-----------------------------------------------
                0.00    0.00 17858553/17858553     __gnu_cxx::__aligned_membuf<short>::_M_ptr() const [51]
[200]    0.0    0.00    0.00 17858553         __gnu_cxx::__aligned_membuf<short>::_M_addr() const [200]
-----------------------------------------------
                0.00    0.00   16410/6515009     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00  935054/6515009     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.00    0.00 1155209/6515009     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_lower_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [66]
                0.00    0.00 4408336/6515009     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[201]    0.0    0.00    0.00 6515009         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_right(std::_Rb_tree_node_base*) [201]
-----------------------------------------------
                0.00    0.00   16410/6143575     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00  809905/6143575     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.00    0.00 1147023/6143575     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_upper_bound(std::_Rb_tree_node<short>*, std::_Rb_tree_node<short>*, short const&) [67]
                0.00    0.00 4170237/6143575     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[202]    0.0    0.00    0.00 6143575         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_left(std::_Rb_tree_node_base*) [202]
-----------------------------------------------
                0.00    0.00 1489237/5957620     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_put_node(std::_Rb_tree_node<short>*) [226]
                0.00    0.00 1489237/5957620     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_destroy_node(std::_Rb_tree_node<short>*) [228]
                0.00    0.00 1489573/5957620     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_node() [220]
                0.00    0.00 1489573/5957620     void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&) [33]
[203]    0.0    0.00    0.00 5957620         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator() [203]
-----------------------------------------------
                0.00    0.00 1592174/3879778     Board::DisAble(short, int) [10]
                0.00    0.00 2287604/3879778     Board::Able(short, int) [20]
[204]    0.0    0.00    0.00 3879778         BitSet::operator[](int) [204]
-----------------------------------------------
                0.00    0.00     338/3644053     Board::ClearBoard() [76]
                0.00    0.00    6136/3644053     Board::GetAreaCount(int) [258]
                0.00    0.00  521811/3644053     Board::Merge(short, short) [68]
                0.00    0.00  745424/3644053     Board::RemoveChain(short) [18]
                0.00    0.00 2370344/3644053     Board::PlayMove(Move const&) [9]
[205]    0.0    0.00    0.00 3644053         BitSet::count() [205]
-----------------------------------------------
                0.00    0.00 1489573/2979146     void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::construct<short, short const&>(short*, short const&) [48]
                0.00    0.00 1489573/2979146     void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&) [33]
[206]    0.0    0.00    0.00 2979146         operator new(unsigned long long, void*) [206]
-----------------------------------------------
                0.00    0.00 2978810/2978810     std::_Rb_tree_node<short>::_M_valptr() [209]
[207]    0.0    0.00    0.00 2978810         __gnu_cxx::__aligned_membuf<short>::_M_ptr() [207]
                0.00    0.00 2978810/2978810     __gnu_cxx::__aligned_membuf<short>::_M_addr() [208]
-----------------------------------------------
                0.00    0.00 2978810/2978810     __gnu_cxx::__aligned_membuf<short>::_M_ptr() [207]
[208]    0.0    0.00    0.00 2978810         __gnu_cxx::__aligned_membuf<short>::_M_addr() [208]
-----------------------------------------------
                0.00    0.00 1489237/2978810     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_destroy_node(std::_Rb_tree_node<short>*) [228]
                0.00    0.00 1489573/2978810     void std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_construct_node<short const&>(std::_Rb_tree_node<short>*, short const&) [33]
[209]    0.0    0.00    0.00 2978810         std::_Rb_tree_node<short>::_M_valptr() [209]
                0.00    0.00 2978810/2978810     __gnu_cxx::__aligned_membuf<short>::_M_ptr() [207]
-----------------------------------------------
                0.00    0.00   28901/2974555     UCT::GenChild(UCT::Node*, Board&, int) [79]
                0.00    0.00 2945654/2974555     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[210]    0.0    0.00    0.00 2974555         std::_Rb_tree_const_iterator<short>::operator!=(std::_Rb_tree_const_iterator<short> const&) const [210]
-----------------------------------------------
                0.00    0.00    6136/2395747     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
                0.00    0.00  452589/2395747     std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [44]
                0.00    0.00  452927/2395747     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.00    0.00 1484095/2395747     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[211]    0.0    0.00    0.00 2395747         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_end() [211]
-----------------------------------------------
                0.00    0.00    6136/1954426     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::~_Rb_tree() [278]
                0.00    0.00   11268/1954426     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::clear() [255]
                0.00    0.00  452927/1954426     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
                0.00    0.00 1484095/1954426     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::equal_range(short const&) [15]
[212]    0.0    0.00    0.00 1954426         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin() [212]
-----------------------------------------------
                0.00    0.00 1576025/1576025     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[213]    0.0    0.00    0.00 1576025         std::_Rb_tree_const_iterator<short>::operator==(std::_Rb_tree_const_iterator<short> const&) const [213]
-----------------------------------------------
                0.00    0.00   28730/1501557     UCT::GenChild(UCT::Node*, Board&, int) [79]
                0.00    0.00 1472827/1501557     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>, std::_Rb_tree_const_iterator<short>) [28]
[214]    0.0    0.00    0.00 1501557         std::_Rb_tree_const_iterator<short>::operator++(int) [214]
-----------------------------------------------
                0.00    0.00 1489573/1489573     std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::allocate(std::allocator<std::_Rb_tree_node<short> >&, unsigned long long) [218]
[215]    0.0    0.00    0.00 1489573         __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::allocate(unsigned long long, void const*) [215]
                0.00    0.00 1489573/1489573     __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::max_size() const [217]
-----------------------------------------------
                0.00    0.00 1489573/1489573     std::_Rb_tree_node<short>::_Rb_tree_node() [57]
[216]    0.0    0.00    0.00 1489573         __gnu_cxx::__aligned_membuf<short>::__aligned_membuf() [216]
-----------------------------------------------
                0.00    0.00 1489573/1489573     __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::allocate(unsigned long long, void const*) [215]
[217]    0.0    0.00    0.00 1489573         __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::max_size() const [217]
-----------------------------------------------
                0.00    0.00 1489573/1489573     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_node() [220]
[218]    0.0    0.00    0.00 1489573         std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::allocate(std::allocator<std::_Rb_tree_node<short> >&, unsigned long long) [218]
                0.00    0.00 1489573/1489573     __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::allocate(unsigned long long, void const*) [215]
-----------------------------------------------
                0.00    0.00 1489573/1489573     std::_Rb_tree_node<short>::_Rb_tree_node() [57]
[219]    0.0    0.00    0.00 1489573         std::_Rb_tree_node_base::_Rb_tree_node_base() [219]
-----------------------------------------------
                0.00    0.00 1489573/1489573     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_create_node<short const&>(short const&) [29]
[220]    0.0    0.00    0.00 1489573         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_node() [220]
                0.00    0.00 1489573/5957620     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator() [203]
                0.00    0.00 1489573/1489573     std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::allocate(std::allocator<std::_Rb_tree_node<short> >&, unsigned long long) [218]
-----------------------------------------------
                0.00    0.00 1489237/1489237     std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::deallocate(std::allocator<std::_Rb_tree_node<short> >&, std::_Rb_tree_node<short>*, unsigned long long) [224]
[221]    0.0    0.00    0.00 1489237         __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::deallocate(std::_Rb_tree_node<short>*, unsigned long long) [221]
-----------------------------------------------
                0.00    0.00 1489237/1489237     std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__destroy_helper<short>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [223]
[222]    0.0    0.00    0.00 1489237         void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::destroy<short>(short*) [222]
-----------------------------------------------
                0.00    0.00 1489237/1489237     void std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [225]
[223]    0.0    0.00    0.00 1489237         std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__destroy_helper<short>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [223]
                0.00    0.00 1489237/1489237     void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::destroy<short>(short*) [222]
-----------------------------------------------
                0.00    0.00 1489237/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_put_node(std::_Rb_tree_node<short>*) [226]
[224]    0.0    0.00    0.00 1489237         std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::deallocate(std::allocator<std::_Rb_tree_node<short> >&, std::_Rb_tree_node<short>*, unsigned long long) [224]
                0.00    0.00 1489237/1489237     __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::deallocate(std::_Rb_tree_node<short>*, unsigned long long) [221]
-----------------------------------------------
                0.00    0.00 1489237/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_destroy_node(std::_Rb_tree_node<short>*) [228]
[225]    0.0    0.00    0.00 1489237         void std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [225]
                0.00    0.00 1489237/1489237     std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__destroy_helper<short>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [223]
-----------------------------------------------
                0.00    0.00 1489237/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_drop_node(std::_Rb_tree_node<short>*) [227]
[226]    0.0    0.00    0.00 1489237         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_put_node(std::_Rb_tree_node<short>*) [226]
                0.00    0.00 1489237/5957620     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator() [203]
                0.00    0.00 1489237/1489237     std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::deallocate(std::allocator<std::_Rb_tree_node<short> >&, std::_Rb_tree_node<short>*, unsigned long long) [224]
-----------------------------------------------
                0.00    0.00   16410/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00 1472827/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>) [229]
[227]    0.0    0.00    0.00 1489237         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_drop_node(std::_Rb_tree_node<short>*) [227]
                0.00    0.00 1489237/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_destroy_node(std::_Rb_tree_node<short>*) [228]
                0.00    0.00 1489237/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_put_node(std::_Rb_tree_node<short>*) [226]
-----------------------------------------------
                0.00    0.00 1489237/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_drop_node(std::_Rb_tree_node<short>*) [227]
[228]    0.0    0.00    0.00 1489237         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_destroy_node(std::_Rb_tree_node<short>*) [228]
                0.00    0.00 1489237/2978810     std::_Rb_tree_node<short>::_M_valptr() [209]
                0.00    0.00 1489237/5957620     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_Node_allocator() [203]
                0.00    0.00 1489237/1489237     void std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [225]
-----------------------------------------------
                0.00    0.00 1472827/1472827     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::erase[abi:cxx11](std::_Rb_tree_const_iterator<short>) [39]
[229]    0.0    0.00    0.00 1472827         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase_aux(std::_Rb_tree_const_iterator<short>) [229]
                0.00    0.00 1472827/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_drop_node(std::_Rb_tree_node<short>*) [227]
-----------------------------------------------
                0.00    0.00    1248/1304624     Board::ClearBoard() [76]
                0.00    0.00  105701/1304624     Board::SetEye(short, int) [46]
                0.00    0.00  452251/1304624     Board::Able(short, int) [20]
                0.00    0.00  745424/1304624     Board::RemoveChain(short) [18]
[230]    0.0    0.00    0.00 1304624         BitSet::set(int) [230]
-----------------------------------------------
                0.00    0.00 1036984/1036984     std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [32]
[231]    0.0    0.00    0.00 1036984         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_left(std::_Rb_tree_node_base const*) [231]
-----------------------------------------------
                0.00    0.00  905178/905178      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<short>*&, std::_Rb_tree_node<short>*&, void>(std::_Rb_tree_node<short>*&, std::_Rb_tree_node<short>*&) [242]
[232]    0.0    0.00    0.00  905178         std::_Rb_tree_node<short>*& std::forward<std::_Rb_tree_node<short>*&>(std::remove_reference<std::_Rb_tree_node<short>*&>::type&) [232]
-----------------------------------------------
                0.00    0.00   28901/668654      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end() const [249]
                0.00    0.00  639753/668654      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin() const [236]
[233]    0.0    0.00    0.00  668654         std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [233]
-----------------------------------------------
                0.00    0.00  642650/642650      MC::Simulate(Board&, int) [8]
[234]    0.0    0.00    0.00  642650         Board::GetPlayablePositionMC(int) [234]
-----------------------------------------------
                0.00    0.00     171/639753      UCT::GenChild(UCT::Node*, Board&, int) [79]
                0.00    0.00  639582/639753      MC::Simulate(Board&, int) [8]
[235]    0.0    0.00    0.00  639753         std::set<short, std::less<short>, std::allocator<short> >::begin() const [235]
                0.00    0.00  639753/639753      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin() const [236]
-----------------------------------------------
                0.00    0.00  639753/639753      std::set<short, std::less<short>, std::allocator<short> >::begin() const [235]
[236]    0.0    0.00    0.00  639753         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::begin() const [236]
                0.00    0.00  639753/668654      std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [233]
-----------------------------------------------
                0.00    0.00  639582/639582      void std::advance<std::_Rb_tree_const_iterator<short>, unsigned long long>(std::_Rb_tree_const_iterator<short>&, unsigned long long) [16]
[237]    0.0    0.00    0.00  639582         std::iterator_traits<std::_Rb_tree_const_iterator<short> >::iterator_category std::__iterator_category<std::_Rb_tree_const_iterator<short> >(std::_Rb_tree_const_iterator<short> const&) [237]
-----------------------------------------------
                0.00    0.00  521811/521811      Board::Merge(short, short) [68]
[238]    0.0    0.00    0.00  521811         BitSet::merge(BitSet const&) [238]
-----------------------------------------------
                0.00    0.00  452927/452927      std::pair<std::_Rb_tree_const_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>&, bool&, void>(std::_Rb_tree_iterator<short>&, bool&) [75]
[239]    0.0    0.00    0.00  452927         std::_Rb_tree_iterator<short>& std::forward<std::_Rb_tree_iterator<short>&>(std::remove_reference<std::_Rb_tree_iterator<short>&>::type&) [239]
-----------------------------------------------
                0.00    0.00  452927/452927      std::pair<std::_Rb_tree_const_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>&, bool&, void>(std::_Rb_tree_iterator<short>&, bool&) [75]
[240]    0.0    0.00    0.00  452927         bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [240]
-----------------------------------------------
                0.00    0.00  452927/452927      std::pair<std::_Rb_tree_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>, bool, void>(std::_Rb_tree_iterator<short>&&, bool&&) [74]
[241]    0.0    0.00    0.00  452927         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [241]
-----------------------------------------------
                0.00    0.00  452589/452589      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
[242]    0.0    0.00    0.00  452589         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<short>*&, std::_Rb_tree_node<short>*&, void>(std::_Rb_tree_node<short>*&, std::_Rb_tree_node<short>*&) [242]
                0.00    0.00  905178/905178      std::_Rb_tree_node<short>*& std::forward<std::_Rb_tree_node<short>*&>(std::remove_reference<std::_Rb_tree_node<short>*&>::type&) [232]
-----------------------------------------------
                0.00    0.00     173/208822      BitSet::BitSet() [287]
                0.00    0.00     342/208822      Board::ClearBoard() [76]
                0.00    0.00  208307/208822      Board::ToEmpty(short) [40]
[243]    0.0    0.00    0.00  208822         BitSet::reset() [243]
-----------------------------------------------
                0.00    0.00  194830/194830      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
[244]    0.0    0.00    0.00  194830         std::_Rb_tree_iterator<short>::operator==(std::_Rb_tree_iterator<short> const&) const [244]
-----------------------------------------------
                0.00    0.00  138114/138114      std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_insert_unique_pos(short const&) [34]
[245]    0.0    0.00    0.00  138114         std::_Rb_tree_iterator<short>::operator--() [245]
-----------------------------------------------
                0.00    0.00   91075/91075       Board::Merge(short, short) [68]
[246]    0.0    0.00    0.00   91075         void unipolar::Swap<short>(short&, short&) [246]
-----------------------------------------------
                0.00    0.00       1/28902       UCT::UCT() [303]
                0.00    0.00   28901/28902       UCT::GenChild(UCT::Node*, Board&, int) [79]
[247]    0.0    0.00    0.00   28902         UCT::Node::Node(short, UCT::Node*, UCT::Node*) [247]
-----------------------------------------------
                0.00    0.00   28901/28901       UCT::GenChild(UCT::Node*, Board&, int) [79]
[248]    0.0    0.00    0.00   28901         std::set<short, std::less<short>, std::allocator<short> >::end() const [248]
                0.00    0.00   28901/28901       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end() const [249]
-----------------------------------------------
                0.00    0.00   28901/28901       std::set<short, std::less<short>, std::allocator<short> >::end() const [248]
[249]    0.0    0.00    0.00   28901         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::end() const [249]
                0.00    0.00   28901/668654      std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [233]
-----------------------------------------------
                0.00    0.00   18408/18408       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&) [24]
[250]    0.0    0.00    0.00   18408         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_root() [250]
-----------------------------------------------
                               16410             std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00    6136/17404       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::~_Rb_tree() [278]
                0.00    0.00   11268/17404       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::clear() [255]
[251]    0.0    0.00    0.00   17404+16410   std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
                0.00    0.00   16410/6515009     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_right(std::_Rb_tree_node_base*) [201]
                0.00    0.00   16410/6143575     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_left(std::_Rb_tree_node_base*) [202]
                0.00    0.00   16410/1489237     std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_drop_node(std::_Rb_tree_node<short>*) [227]
                               16410             std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*) [251]
-----------------------------------------------
                0.00    0.00    6136/12272       std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [263]
                0.00    0.00    6136/12272       std::allocator<std::_Rb_tree_node<short> >::allocator(std::allocator<std::_Rb_tree_node<short> > const&) [264]
[252]    0.0    0.00    0.00   12272         __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<short> > const&) [252]
-----------------------------------------------
                0.00    0.00    6136/12272       std::allocator<std::_Rb_tree_node<short> >::~allocator() [265]
                0.00    0.00    6136/12272       std::allocator<std::_Rb_tree_node<short> >::~allocator() [266]
[253]    0.0    0.00    0.00   12272         __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::~new_allocator() [253]
-----------------------------------------------
                0.00    0.00   11268/11268       std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::clear() [255]
[254]    0.0    0.00    0.00   11268         std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree_impl<std::less<short>, true>::_M_reset() [254]
